Category,precision,recall,f1-score,accuracy
0,0.6739130434782609,0.6888888888888889,0.6813186813186812,0.69
1,0.6216216216216216,0.7931034482758621,0.696969696969697,0.79
2,0.6176470588235294,0.6,0.608695652173913,0.6
3,0.3333333333333333,0.35714285714285715,0.3448275862068965,0.36
4,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.22
5,0.6956521739130435,0.7441860465116279,0.7191011235955057,0.74
6,0.7551020408163265,0.7254901960784313,0.74,0.73
7,0.5957446808510638,0.34146341463414637,0.43410852713178294,0.34
8,0.7777777777777778,0.7153284671532847,0.7452471482889734,0.72
9,0.8484848484848485,0.6829268292682927,0.7567567567567567,0.68
10,0.7441860465116279,0.5245901639344263,0.6153846153846153,0.52
11,0.6666666666666666,0.7222222222222222,0.6933333333333334,0.72
12,0.8173076923076923,0.8333333333333334,0.825242718446602,0.83
13,0.8717948717948718,0.8947368421052632,0.8831168831168831,0.89
14,0.12195121951219512,0.15625,0.136986301369863,0.16
15,0.8333333333333334,0.7608695652173914,0.7954545454545455,0.76
16,0.7096774193548387,0.5945945945945946,0.6470588235294118,0.59
17,0.6129032258064516,0.6785714285714286,0.6440677966101694,0.68
18,0.125,0.24,0.1643835616438356,0.24
19,0.875,0.5833333333333334,0.7000000000000001,0.58
20,0.3870967741935484,0.72,0.5034965034965035,0.72
21,0.5952380952380952,0.5,0.5434782608695652,0.5
22,0.550561797752809,0.5632183908045977,0.5568181818181818,0.56
23,0.9444444444444444,0.7391304347826086,0.8292682926829269,0.74
24,0.782608695652174,0.6,0.6792452830188679,0.6
25,0.4635416666666667,0.5816993464052288,0.5159420289855073,0.58
26,0.8787878787878788,0.6590909090909091,0.7532467532467532,0.66
27,0.8113207547169812,0.8775510204081632,0.8431372549019608,0.88
28,0.8235294117647058,0.84,0.8316831683168315,0.84
29,0.7619047619047619,0.6881720430107527,0.7231638418079096,0.69
